rh.aparc.a2009s.volume	rh_G_and_S_frontomargin_volume	rh_G_and_S_occipital_inf_volume	rh_G_and_S_paracentral_volume	rh_G_and_S_subcentral_volume	rh_G_and_S_transv_frontopol_volume	rh_G_and_S_cingul-Ant_volume	rh_G_and_S_cingul-Mid-Ant_volume	rh_G_and_S_cingul-Mid-Post_volume	rh_G_cingul-Post-dorsal_volume	rh_G_cingul-Post-ventral_volume	rh_G_cuneus_volume	rh_G_front_inf-Opercular_volume	rh_G_front_inf-Orbital_volume	rh_G_front_inf-Triangul_volume	rh_G_front_middle_volume	rh_G_front_sup_volume	rh_G_Ins_lg_and_S_cent_ins_volume	rh_G_insular_short_volume	rh_G_occipital_middle_volume	rh_G_occipital_sup_volume	rh_G_oc-temp_lat-fusifor_volume	rh_G_oc-temp_med-Lingual_volume	rh_G_oc-temp_med-Parahip_volume	rh_G_orbital_volume	rh_G_pariet_inf-Angular_volume	rh_G_pariet_inf-Supramar_volume	rh_G_parietal_sup_volume	rh_G_postcentral_volume	rh_G_precentral_volume	rh_G_precuneus_volume	rh_G_rectus_volume	rh_G_subcallosal_volume	rh_G_temp_sup-G_T_transv_volume	rh_G_temp_sup-Lateral_volume	rh_G_temp_sup-Plan_polar_volume	rh_G_temp_sup-Plan_tempo_volume	rh_G_temporal_inf_volume	rh_G_temporal_middle_volume	rh_Lat_Fis-ant-Horizont_volume	rh_Lat_Fis-ant-Vertical_volume	rh_Lat_Fis-post_volume	rh_Pole_occipital_volume	rh_Pole_temporal_volume	rh_S_calcarine_volume	rh_S_central_volume	rh_S_cingul-Marginalis_volume	rh_S_circular_insula_ant_volume	rh_S_circular_insula_inf_volume	rh_S_circular_insula_sup_volume	rh_S_collat_transv_ant_volume	rh_S_collat_transv_post_volume	rh_S_front_inf_volume	rh_S_front_middle_volume	rh_S_front_sup_volume	rh_S_interm_prim-Jensen_volume	rh_S_intrapariet_and_P_trans_volume	rh_S_oc_middle_and_Lunatus_volume	rh_S_oc_sup_and_transversal_volume	rh_S_occipital_ant_volume	rh_S_oc-temp_lat_volume	rh_S_oc-temp_med_and_Lingual_volume	rh_S_orbital_lateral_volume	rh_S_orbital_med-olfact_volume	rh_S_orbital-H_Shaped_volume	rh_S_parieto_occipital_volume	rh_S_pericallosal_volume	rh_S_postcentral_volume	rh_S_precentral-inf-part_volume	rh_S_precentral-sup-part_volume	rh_S_suborbital_volume	rh_S_subparietal_volume	rh_S_temporal_inf_volume	rh_S_temporal_sup_volume	rh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-3_ses-11_T1w.long.sub-3_base	2401.0	2588.0	2254.0	3576.0	4003.0	7746.0	3438.0	2815.0	1278.0	682.0	3151.0	3423.0	1652.0	1525.0	12525.0	17773.0	1385.0	2422.0	5079.0	2867.0	5304.0	4842.0	4324.0	7473.0	6373.0	4855.0	2633.0	4512.0	5404.0	3981.0	2095.0	1074.0	796.0	5275.0	2498.0	1906.0	8637.0	8087.0	463.0	232.0	1748.0	4500.0	6550.0	2771.0	4187.0	1964.0	840.0	1781.0	1651.0	2245.0	986.0	2935.0	4526.0	5747.0	327.0	3647.0	907.0	2096.0	1056.0	1499.0	3359.0	547.0	1237.0	2766.0	3840.0	1194.0	2543.0	3547.0	1640.0	748.0	1689.0	2439.0	11071.0	448.0	1149288.0	1555417.948757
sub-3_ses-12_T1w.long.sub-3_base	2492.0	2529.0	2304.0	3660.0	4013.0	7869.0	3406.0	2786.0	1298.0	668.0	3108.0	3503.0	1631.0	1516.0	12784.0	17831.0	1411.0	2436.0	5015.0	2842.0	5307.0	5003.0	4358.0	7494.0	6183.0	4766.0	2641.0	4488.0	5367.0	4038.0	2085.0	1071.0	771.0	5379.0	2559.0	1896.0	8828.0	8285.0	484.0	216.0	1763.0	4479.0	6612.0	2749.0	4268.0	1957.0	905.0	1821.0	1684.0	2279.0	959.0	3025.0	4638.0	5940.0	314.0	3682.0	908.0	2082.0	1023.0	1454.0	3410.0	560.0	1245.0	2822.0	3838.0	1179.0	2563.0	3567.0	1670.0	715.0	1675.0	2433.0	11075.0	426.0	1147242.0	1555417.948757
sub-3_ses-13_T1w.long.sub-3_base	2530.0	2712.0	2345.0	3623.0	4045.0	7796.0	3411.0	2814.0	1284.0	703.0	3102.0	3506.0	1630.0	1492.0	12633.0	17890.0	1389.0	2398.0	5207.0	2858.0	5379.0	4754.0	4244.0	7594.0	6393.0	4827.0	2694.0	4434.0	5306.0	4149.0	2099.0	1044.0	794.0	5398.0	2472.0	1934.0	9093.0	8461.0	497.0	245.0	1774.0	4564.0	6748.0	2690.0	4373.0	1933.0	912.0	1804.0	1742.0	2242.0	918.0	3115.0	4775.0	5968.0	278.0	3743.0	904.0	2138.0	1080.0	1421.0	3381.0	601.0	1281.0	2848.0	3904.0	1216.0	2609.0	3623.0	1648.0	729.0	1735.0	2460.0	11297.0	437.0	1154074.0	1555417.948757
sub-3_ses-14_T1w.long.sub-3_base	2423.0	2544.0	2323.0	3644.0	4021.0	7803.0	3328.0	2716.0	1277.0	693.0	3141.0	3549.0	1639.0	1482.0	12669.0	17690.0	1386.0	2354.0	5058.0	2837.0	5287.0	4900.0	4383.0	7752.0	6223.0	4764.0	2638.0	4471.0	5290.0	4023.0	2108.0	1036.0	787.0	5450.0	2479.0	1904.0	8813.0	8417.0	482.0	204.0	1825.0	4444.0	6355.0	2713.0	4343.0	1901.0	876.0	1815.0	1722.0	2342.0	929.0	3092.0	4689.0	5903.0	322.0	3709.0	884.0	2050.0	1038.0	1462.0	3401.0	606.0	1226.0	2754.0	3835.0	1113.0	2617.0	3597.0	1666.0	731.0	1670.0	2480.0	11222.0	415.0	1145656.0	1555417.948757
sub-3_ses-15_T1w.long.sub-3_base	2522.0	2697.0	2315.0	3600.0	4103.0	7879.0	3454.0	2732.0	1314.0	681.0	3095.0	3541.0	1639.0	1558.0	12709.0	18013.0	1389.0	2416.0	5117.0	2845.0	5272.0	4690.0	4327.0	7598.0	6334.0	4744.0	2718.0	4497.0	5348.0	4103.0	2132.0	1092.0	793.0	5344.0	2474.0	1896.0	8879.0	8422.0	487.0	212.0	1831.0	4450.0	6767.0	2704.0	4280.0	1930.0	906.0	1789.0	1728.0	2306.0	925.0	3091.0	4698.0	5889.0	324.0	3791.0	911.0	2094.0	1085.0	1451.0	3376.0	604.0	1303.0	2782.0	3843.0	1164.0	2651.0	3587.0	1664.0	737.0	1719.0	2513.0	11367.0	438.0	1149797.0	1555417.948757
sub-3_ses-16_T1w.long.sub-3_base	2443.0	2625.0	2316.0	3605.0	4001.0	7789.0	3410.0	2820.0	1277.0	692.0	3171.0	3518.0	1638.0	1479.0	12783.0	17806.0	1402.0	2367.0	5046.0	2853.0	5346.0	4911.0	4294.0	7496.0	6300.0	4785.0	2633.0	4504.0	5338.0	4046.0	2116.0	1056.0	767.0	5357.0	2436.0	1911.0	8728.0	8171.0	482.0	202.0	1746.0	4582.0	6628.0	2820.0	4318.0	1928.0	887.0	1799.0	1661.0	2270.0	951.0	2965.0	4607.0	5852.0	320.0	3700.0	897.0	2042.0	1024.0	1434.0	3331.0	576.0	1181.0	2772.0	3822.0	1186.0	2576.0	3564.0	1602.0	748.0	1694.0	2394.0	11150.0	440.0	1151208.0	1555417.948757
sub-3_ses-17_T1w.long.sub-3_base	2445.0	2645.0	2335.0	3603.0	4003.0	7809.0	3379.0	2739.0	1235.0	686.0	3126.0	3530.0	1653.0	1529.0	12806.0	17878.0	1400.0	2465.0	5030.0	2839.0	5205.0	4821.0	4246.0	7652.0	6255.0	4784.0	2631.0	4577.0	5419.0	4104.0	2128.0	1093.0	785.0	5396.0	2407.0	1858.0	8701.0	8324.0	487.0	202.0	1773.0	4469.0	6715.0	2773.0	4268.0	1940.0	883.0	1748.0	1680.0	2253.0	945.0	3027.0	4687.0	6015.0	311.0	3637.0	881.0	2102.0	1044.0	1441.0	3392.0	576.0	1298.0	2784.0	3860.0	1185.0	2476.0	3609.0	1706.0	720.0	1687.0	2395.0	10965.0	424.0	1154340.0	1555417.948757
sub-3_ses-18_T1w.long.sub-3_base	2439.0	2517.0	2337.0	3615.0	4114.0	7843.0	3468.0	2785.0	1302.0	692.0	3075.0	3491.0	1674.0	1529.0	13021.0	17952.0	1399.0	2443.0	5067.0	2767.0	5229.0	4815.0	4264.0	7286.0	6325.0	4753.0	2685.0	4580.0	5443.0	4005.0	2092.0	1048.0	779.0	5380.0	2480.0	1916.0	8676.0	8253.0	474.0	197.0	1737.0	4232.0	6619.0	2706.0	4268.0	1947.0	905.0	1804.0	1698.0	2295.0	916.0	3022.0	4597.0	5957.0	322.0	3658.0	849.0	2095.0	1037.0	1424.0	3318.0	580.0	1295.0	2744.0	3860.0	1151.0	2565.0	3595.0	1667.0	730.0	1688.0	2410.0	11100.0	445.0	1150908.0	1555417.948757
sub-3_ses-19_T1w.long.sub-3_base	2508.0	2545.0	2324.0	3639.0	4048.0	7829.0	3385.0	2771.0	1301.0	681.0	3087.0	3500.0	1613.0	1500.0	12745.0	17847.0	1349.0	2293.0	4943.0	2849.0	5213.0	4802.0	4271.0	7628.0	6178.0	4703.0	2655.0	4422.0	5291.0	4056.0	2175.0	990.0	776.0	5299.0	2546.0	1897.0	8732.0	8297.0	492.0	215.0	1750.0	4432.0	6599.0	2722.0	4350.0	1939.0	878.0	1825.0	1668.0	2320.0	918.0	3139.0	4755.0	5972.0	312.0	3709.0	894.0	2055.0	1042.0	1417.0	3362.0	586.0	1212.0	2799.0	3804.0	1143.0	2626.0	3602.0	1678.0	735.0	1710.0	2409.0	11164.0	436.0	1148949.0	1555417.948757
sub-3_ses-20_T1w.long.sub-3_base	2417.0	2641.0	2299.0	3605.0	3973.0	7754.0	3385.0	2742.0	1293.0	698.0	3100.0	3465.0	1611.0	1492.0	12683.0	17721.0	1394.0	2470.0	5072.0	2823.0	5262.0	4816.0	4299.0	7579.0	6290.0	4788.0	2662.0	4485.0	5332.0	4050.0	2106.0	1068.0	793.0	5380.0	2432.0	1888.0	8837.0	8381.0	481.0	207.0	1802.0	4404.0	6538.0	2765.0	4265.0	1929.0	871.0	1803.0	1661.0	2296.0	936.0	3024.0	4588.0	5956.0	318.0	3717.0	886.0	2090.0	1058.0	1417.0	3413.0	598.0	1288.0	2820.0	3879.0	1127.0	2593.0	3559.0	1672.0	735.0	1714.0	2414.0	11146.0	419.0	1152661.0	1555417.948757
sub-3_ses-21_T1w.long.sub-3_base	2472.0	2498.0	2210.0	3574.0	3917.0	7791.0	3300.0	2751.0	1303.0	693.0	3040.0	3419.0	1617.0	1461.0	12258.0	17329.0	1370.0	2434.0	5033.0	2860.0	5301.0	4843.0	4218.0	7455.0	6246.0	4665.0	2593.0	4282.0	5194.0	3922.0	2146.0	1039.0	778.0	5427.0	2454.0	1846.0	8814.0	8242.0	467.0	243.0	1771.0	4386.0	6691.0	2728.0	4159.0	1901.0	861.0	1789.0	1698.0	2272.0	906.0	3029.0	4557.0	5711.0	304.0	3553.0	844.0	2073.0	1038.0	1451.0	3409.0	590.0	1291.0	2739.0	3811.0	1161.0	2518.0	3485.0	1635.0	718.0	1682.0	2399.0	11032.0	422.0	1139829.0	1555417.948757
sub-3_ses-22_T1w.long.sub-3_base	2352.0	2450.0	2226.0	3530.0	3781.0	7516.0	3347.0	2738.0	1282.0	676.0	3068.0	3305.0	1605.0	1409.0	12107.0	17096.0	1322.0	2279.0	4971.0	2826.0	5148.0	4847.0	4207.0	7301.0	6291.0	4752.0	2695.0	4483.0	5280.0	3935.0	2058.0	1090.0	748.0	5227.0	2436.0	1845.0	8496.0	8125.0	458.0	213.0	1699.0	4420.0	6379.0	2685.0	4066.0	1899.0	861.0	1772.0	1657.0	2246.0	906.0	2878.0	4318.0	5607.0	316.0	3609.0	872.0	2075.0	992.0	1442.0	3319.0	524.0	1225.0	2638.0	3809.0	1144.0	2498.0	3526.0	1637.0	711.0	1689.0	2306.0	10675.0	438.0	1140081.0	1555417.948757
sub-3_ses-23_T1w.long.sub-3_base	2432.0	2509.0	2270.0	3587.0	3893.0	7729.0	3420.0	2742.0	1284.0	690.0	3108.0	3354.0	1608.0	1446.0	12238.0	17420.0	1386.0	2370.0	5053.0	2843.0	5199.0	4878.0	4365.0	7378.0	6158.0	4724.0	2665.0	4367.0	5341.0	4101.0	2036.0	968.0	776.0	5309.0	2487.0	1856.0	8621.0	8226.0	475.0	236.0	1802.0	4478.0	6671.0	2778.0	4192.0	1925.0	894.0	1772.0	1661.0	2317.0	913.0	2985.0	4463.0	5871.0	314.0	3665.0	883.0	2074.0	1032.0	1433.0	3372.0	556.0	1189.0	2778.0	3840.0	1127.0	2610.0	3509.0	1648.0	736.0	1694.0	2396.0	10905.0	423.0	1142463.0	1555417.948757
sub-3_ses-24_T1w.long.sub-3_base	2470.0	2535.0	2368.0	3607.0	3935.0	7833.0	3474.0	2791.0	1266.0	696.0	3139.0	3487.0	1578.0	1519.0	12607.0	17800.0	1358.0	2366.0	5068.0	2857.0	5316.0	4969.0	4208.0	7433.0	6295.0	4803.0	2687.0	4521.0	5372.0	4093.0	2036.0	1064.0	773.0	5276.0	2390.0	1886.0	8705.0	8402.0	487.0	206.0	1810.0	4685.0	6496.0	2875.0	4276.0	1937.0	870.0	1808.0	1725.0	2316.0	944.0	3081.0	4687.0	5993.0	330.0	3681.0	907.0	2137.0	1069.0	1435.0	3411.0	583.0	1260.0	2786.0	3917.0	1193.0	2558.0	3642.0	1734.0	715.0	1712.0	2444.0	11028.0	435.0	1139831.0	1555417.948757
sub-3_ses-25_T1w.long.sub-3_base	2421.0	2490.0	2264.0	3516.0	3916.0	7632.0	3376.0	2675.0	1234.0	688.0	3122.0	3344.0	1621.0	1464.0	12448.0	17493.0	1389.0	2432.0	5027.0	2815.0	5237.0	4934.0	4118.0	7268.0	6251.0	4692.0	2604.0	4465.0	5259.0	3980.0	2046.0	1071.0	759.0	5288.0	2405.0	1893.0	8550.0	8021.0	463.0	226.0	1682.0	4468.0	6342.0	2700.0	4188.0	1913.0	886.0	1774.0	1685.0	2253.0	919.0	2924.0	4581.0	5876.0	316.0	3651.0	864.0	2111.0	1035.0	1440.0	3265.0	557.0	1277.0	2703.0	3764.0	1193.0	2516.0	3509.0	1630.0	685.0	1680.0	2356.0	10967.0	414.0	1139511.0	1555417.948757
