lh.aparc.a2009s.volume	lh_G_and_S_frontomargin_volume	lh_G_and_S_occipital_inf_volume	lh_G_and_S_paracentral_volume	lh_G_and_S_subcentral_volume	lh_G_and_S_transv_frontopol_volume	lh_G_and_S_cingul-Ant_volume	lh_G_and_S_cingul-Mid-Ant_volume	lh_G_and_S_cingul-Mid-Post_volume	lh_G_cingul-Post-dorsal_volume	lh_G_cingul-Post-ventral_volume	lh_G_cuneus_volume	lh_G_front_inf-Opercular_volume	lh_G_front_inf-Orbital_volume	lh_G_front_inf-Triangul_volume	lh_G_front_middle_volume	lh_G_front_sup_volume	lh_G_Ins_lg_and_S_cent_ins_volume	lh_G_insular_short_volume	lh_G_occipital_middle_volume	lh_G_occipital_sup_volume	lh_G_oc-temp_lat-fusifor_volume	lh_G_oc-temp_med-Lingual_volume	lh_G_oc-temp_med-Parahip_volume	lh_G_orbital_volume	lh_G_pariet_inf-Angular_volume	lh_G_pariet_inf-Supramar_volume	lh_G_parietal_sup_volume	lh_G_postcentral_volume	lh_G_precentral_volume	lh_G_precuneus_volume	lh_G_rectus_volume	lh_G_subcallosal_volume	lh_G_temp_sup-G_T_transv_volume	lh_G_temp_sup-Lateral_volume	lh_G_temp_sup-Plan_polar_volume	lh_G_temp_sup-Plan_tempo_volume	lh_G_temporal_inf_volume	lh_G_temporal_middle_volume	lh_Lat_Fis-ant-Horizont_volume	lh_Lat_Fis-ant-Vertical_volume	lh_Lat_Fis-post_volume	lh_Pole_occipital_volume	lh_Pole_temporal_volume	lh_S_calcarine_volume	lh_S_central_volume	lh_S_cingul-Marginalis_volume	lh_S_circular_insula_ant_volume	lh_S_circular_insula_inf_volume	lh_S_circular_insula_sup_volume	lh_S_collat_transv_ant_volume	lh_S_collat_transv_post_volume	lh_S_front_inf_volume	lh_S_front_middle_volume	lh_S_front_sup_volume	lh_S_interm_prim-Jensen_volume	lh_S_intrapariet_and_P_trans_volume	lh_S_oc_middle_and_Lunatus_volume	lh_S_oc_sup_and_transversal_volume	lh_S_occipital_ant_volume	lh_S_oc-temp_lat_volume	lh_S_oc-temp_med_and_Lingual_volume	lh_S_orbital_lateral_volume	lh_S_orbital_med-olfact_volume	lh_S_orbital-H_Shaped_volume	lh_S_parieto_occipital_volume	lh_S_pericallosal_volume	lh_S_postcentral_volume	lh_S_precentral-inf-part_volume	lh_S_precentral-sup-part_volume	lh_S_suborbital_volume	lh_S_subparietal_volume	lh_S_temporal_inf_volume	lh_S_temporal_sup_volume	lh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-1_ses-1_T1w.long.sub-1_base	2279.0	3005.0	2547.0	3392.0	1883.0	4481.0	2342.0	2508.0	2013.0	867.0	2562.0	3299.0	1075.0	2834.0	10821.0	17004.0	1590.0	2388.0	3648.0	1941.0	4646.0	4344.0	5049.0	5547.0	5753.0	7409.0	6633.0	3869.0	6945.0	6396.0	2275.0	1647.0	1070.0	6134.0	1925.0	1699.0	8000.0	6987.0	327.0	411.0	1358.0	2763.0	5805.0	2976.0	4038.0	1417.0	970.0	2505.0	2832.0	1700.0	482.0	3171.0	1600.0	3892.0	341.0	4829.0	1047.0	1592.0	873.0	1075.0	2601.0	302.0	1056.0	2341.0	2641.0	1174.0	3851.0	1881.0	2174.0	1097.0	1526.0	2388.0	9275.0	425.0	1112398.0	1525148.075844
sub-1_ses-2_T1w.long.sub-1_base	2237.0	2922.0	2494.0	3358.0	1858.0	4424.0	2340.0	2447.0	1961.0	860.0	2556.0	3224.0	1123.0	2816.0	10686.0	16651.0	1604.0	2385.0	3548.0	1955.0	4556.0	4210.0	5009.0	5552.0	5703.0	7373.0	6631.0	3831.0	6935.0	6223.0	2215.0	1523.0	1054.0	6074.0	1892.0	1731.0	7821.0	6959.0	295.0	401.0	1328.0	2735.0	5639.0	2924.0	4023.0	1417.0	926.0	2458.0	2768.0	1716.0	480.0	3135.0	1576.0	3813.0	326.0	4704.0	1053.0	1617.0	846.0	1056.0	2572.0	280.0	1015.0	2272.0	2637.0	1108.0	3790.0	1848.0	2135.0	1142.0	1498.0	2389.0	9049.0	401.0	1113885.0	1525148.075844
sub-1_ses-3_T1w.long.sub-1_base	2292.0	2980.0	2575.0	3408.0	1922.0	4491.0	2427.0	2508.0	2012.0	840.0	2604.0	3291.0	1101.0	2834.0	11049.0	16916.0	1627.0	2363.0	3548.0	1991.0	4581.0	4205.0	4937.0	5561.0	5836.0	7471.0	6783.0	3986.0	7174.0	6369.0	2211.0	1615.0	1078.0	6152.0	1962.0	1726.0	7865.0	6873.0	329.0	409.0	1331.0	2741.0	5705.0	2919.0	4036.0	1468.0	948.0	2490.0	2752.0	1693.0	476.0	3197.0	1618.0	3898.0	340.0	4848.0	1030.0	1623.0	857.0	1079.0	2582.0	286.0	1041.0	2330.0	2675.0	1239.0	3824.0	1856.0	2197.0	1127.0	1542.0	2400.0	9141.0	394.0	1120624.0	1525148.075844
sub-1_ses-4_T1w.long.sub-1_base	2289.0	3023.0	2542.0	3424.0	1951.0	4543.0	2459.0	2502.0	2017.0	866.0	2579.0	3263.0	1086.0	2807.0	10947.0	17016.0	1593.0	2408.0	3658.0	1980.0	4590.0	4235.0	4920.0	5600.0	5709.0	7361.0	6751.0	3850.0	7018.0	6439.0	2246.0	1597.0	1089.0	6102.0	1904.0	1726.0	7981.0	6883.0	340.0	409.0	1350.0	2796.0	5816.0	2928.0	4072.0	1463.0	954.0	2526.0	2770.0	1662.0	492.0	3209.0	1671.0	3878.0	327.0	4821.0	1015.0	1635.0	856.0	1075.0	2587.0	293.0	1056.0	2388.0	2653.0	1191.0	3844.0	1883.0	2168.0	1122.0	1529.0	2367.0	9184.0	429.0	1122177.0	1525148.075844
sub-1_ses-5_T1w.long.sub-1_base	2309.0	2940.0	2473.0	3337.0	1957.0	4473.0	2368.0	2518.0	1989.0	861.0	2551.0	3235.0	1077.0	2799.0	10791.0	16852.0	1598.0	2408.0	3618.0	1933.0	4607.0	4242.0	4974.0	5555.0	5680.0	7358.0	6644.0	3823.0	6867.0	6234.0	2267.0	1640.0	1063.0	6088.0	1922.0	1713.0	7907.0	6973.0	334.0	413.0	1370.0	2776.0	5793.0	2997.0	4091.0	1428.0	982.0	2502.0	2842.0	1687.0	505.0	3156.0	1628.0	3867.0	339.0	4723.0	1013.0	1595.0	864.0	1082.0	2584.0	296.0	1032.0	2364.0	2644.0	1137.0	3845.0	1916.0	2154.0	1095.0	1485.0	2448.0	9108.0	429.0	1111986.0	1525148.075844
sub-1_ses-6_T1w.long.sub-1_base	2266.0	2965.0	2538.0	3418.0	1901.0	4525.0	2436.0	2508.0	2023.0	877.0	2575.0	3270.0	1105.0	2842.0	10829.0	16961.0	1587.0	2408.0	3572.0	1923.0	4658.0	4286.0	5122.0	5499.0	5768.0	7451.0	6680.0	3933.0	7064.0	6273.0	2199.0	1989.0	1048.0	6173.0	1934.0	1756.0	8014.0	6989.0	335.0	411.0	1338.0	2741.0	5878.0	2988.0	3988.0	1449.0	968.0	2515.0	2827.0	1698.0	488.0	3142.0	1629.0	3929.0	335.0	4802.0	1043.0	1599.0	855.0	1074.0	2545.0	302.0	1042.0	2337.0	2644.0	1164.0	3818.0	1865.0	2177.0	1106.0	1545.0	2426.0	9168.0	429.0	1117224.0	1525148.075844
sub-1_ses-7_T1w.long.sub-1_base	2264.0	2908.0	2450.0	3346.0	1924.0	4414.0	2327.0	2444.0	1989.0	863.0	2489.0	3182.0	1046.0	2773.0	10730.0	16724.0	1591.0	2409.0	3545.0	1890.0	4500.0	4108.0	4864.0	5549.0	5582.0	7261.0	6566.0	3749.0	6849.0	6173.0	2211.0	1654.0	1061.0	6092.0	1906.0	1706.0	7869.0	6930.0	326.0	406.0	1352.0	2737.0	5722.0	2917.0	4018.0	1392.0	968.0	2467.0	2774.0	1691.0	489.0	3126.0	1631.0	3876.0	331.0	4719.0	1021.0	1587.0	848.0	1073.0	2602.0	312.0	1054.0	2321.0	2611.0	1173.0	3806.0	1850.0	2145.0	1082.0	1480.0	2426.0	9045.0	393.0	1108821.0	1525148.075844
sub-1_ses-8_T1w.long.sub-1_base	2312.0	3092.0	2522.0	3415.0	1983.0	4508.0	2452.0	2511.0	2063.0	868.0	2567.0	3376.0	1105.0	2904.0	11149.0	17022.0	1600.0	2422.0	3635.0	1962.0	4703.0	4233.0	4993.0	5723.0	5791.0	7581.0	6724.0	3967.0	7189.0	6393.0	2253.0	1705.0	1061.0	6333.0	1879.0	1750.0	8064.0	7089.0	328.0	413.0	1333.0	2769.0	5833.0	2950.0	4023.0	1511.0	922.0	2509.0	2777.0	1675.0	480.0	3221.0	1629.0	3937.0	331.0	4769.0	1050.0	1599.0	900.0	1061.0	2616.0	312.0	1040.0	2313.0	2611.0	1166.0	3826.0	1890.0	2178.0	1103.0	1519.0	2427.0	9280.0	432.0	1122685.0	1525148.075844
sub-1_ses-9_T1w.long.sub-1_base	2273.0	3047.0	2551.0	3404.0	1921.0	4490.0	2392.0	2465.0	2006.0	875.0	2558.0	3298.0	1102.0	2787.0	10809.0	16874.0	1619.0	2351.0	3643.0	1919.0	4590.0	4253.0	4865.0	5584.0	5805.0	7401.0	6734.0	3909.0	7054.0	6255.0	2219.0	1650.0	1050.0	6135.0	1899.0	1696.0	7774.0	6906.0	318.0	403.0	1298.0	2741.0	5722.0	3016.0	4041.0	1456.0	925.0	2476.0	2711.0	1678.0	472.0	3154.0	1592.0	3900.0	332.0	4764.0	1034.0	1605.0	856.0	1062.0	2548.0	301.0	1036.0	2328.0	2593.0	1177.0	3842.0	1832.0	2163.0	1080.0	1507.0	2357.0	9121.0	430.0	1117002.0	1525148.075844
sub-1_ses-10_T1w.long.sub-1_base	2278.0	3024.0	2500.0	3366.0	1935.0	4478.0	2396.0	2527.0	2020.0	874.0	2571.0	3233.0	1090.0	2814.0	10811.0	16903.0	1615.0	2376.0	3640.0	1953.0	4587.0	4178.0	5063.0	5571.0	5662.0	7396.0	6691.0	3797.0	6953.0	6313.0	2230.0	1697.0	1086.0	6115.0	1906.0	1720.0	7847.0	6989.0	338.0	415.0	1355.0	2778.0	5820.0	2948.0	4034.0	1417.0	977.0	2520.0	2822.0	1692.0	498.0	3210.0	1652.0	3870.0	336.0	4861.0	1026.0	1627.0	855.0	1060.0	2602.0	284.0	1054.0	2332.0	2643.0	1160.0	3811.0	1857.0	2142.0	1097.0	1544.0	2407.0	9149.0	426.0	1118910.0	1525148.075844
sub-1_ses-11_T1w.long.sub-1_base	2308.0	2932.0	2537.0	3414.0	1960.0	4448.0	2413.0	2459.0	1977.0	844.0	2535.0	3310.0	1097.0	2882.0	11094.0	16907.0	1596.0	2391.0	3515.0	1898.0	4628.0	4225.0	5014.0	5573.0	5728.0	7435.0	6689.0	3930.0	7077.0	6216.0	2221.0	1654.0	1081.0	6228.0	1887.0	1740.0	7887.0	6985.0	325.0	411.0	1295.0	2722.0	5787.0	2928.0	4066.0	1441.0	934.0	2478.0	2681.0	1676.0	477.0	3097.0	1597.0	3945.0	333.0	4740.0	1015.0	1572.0	852.0	1078.0	2520.0	300.0	1019.0	2337.0	2557.0	1189.0	3778.0	1831.0	2202.0	1081.0	1492.0	2392.0	9008.0	390.0	1115234.0	1525148.075844
