lh.aparc.DKTatlas.area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-1_ses-11_T1w.long.sub-1_base	1027.0	2112.0	1719.0	409.0	2757.0	4365.0	3357.0	1174.0	4501.0	3001.0	2767.0	1648.0	4176.0	702.0	1559.0	1299.0	643.0	1733.0	1468.0	4467.0	1349.0	4967.0	4014.0	1239.0	4349.0	7290.0	5007.0	5030.0	3720.0	382.0	2019.0	84247.3	1115234.0	1525148.075844
sub-1_ses-12_T1w.long.sub-1_base	1032.0	2103.0	1713.0	442.0	2767.0	4384.0	3368.0	1154.0	4470.0	2953.0	2779.0	1857.0	4130.0	699.0	1539.0	1284.0	649.0	1749.0	1453.0	4466.0	1329.0	4950.0	4006.0	1222.0	4343.0	7247.0	4994.0	5029.0	3747.0	387.0	2031.0	84278.1	1114033.0	1525148.075844
sub-1_ses-13_T1w.long.sub-1_base	1029.0	2092.0	1737.0	412.0	2752.0	4335.0	3313.0	1158.0	4435.0	2972.0	2830.0	1662.0	4125.0	700.0	1522.0	1302.0	637.0	1730.0	1501.0	4408.0	1332.0	4884.0	3988.0	1221.0	4253.0	7159.0	4949.0	5028.0	3710.0	390.0	2021.0	83587.6	1119696.0	1525148.075844
sub-1_ses-14_T1w.long.sub-1_base	1028.0	2108.0	1735.0	452.0	2759.0	4280.0	3343.0	1170.0	4499.0	2957.0	2817.0	1878.0	4168.0	713.0	1537.0	1290.0	631.0	1720.0	1499.0	4469.0	1298.0	4938.0	3961.0	1216.0	4320.0	7152.0	4979.0	5013.0	3729.0	397.0	2016.0	84069.1	1112759.0	1525148.075844
sub-1_ses-15_T1w.long.sub-1_base	1027.0	2106.0	1705.0	402.0	2732.0	4337.0	3318.0	1126.0	4418.0	2868.0	2702.0	1850.0	4186.0	687.0	1552.0	1272.0	627.0	1657.0	1464.0	4400.0	1296.0	4864.0	3972.0	1208.0	4229.0	7102.0	4959.0	4992.0	3739.0	393.0	2001.0	83193.0	1114855.0	1525148.075844
sub-1_ses-16_T1w.long.sub-1_base	1027.0	2097.0	1715.0	387.0	2758.0	4347.0	3382.0	1164.0	4485.0	2948.0	2759.0	1664.0	4203.0	698.0	1540.0	1290.0	645.0	1729.0	1466.0	4506.0	1342.0	4945.0	4006.0	1234.0	4346.0	7193.0	4990.0	5087.0	3736.0	385.0	2015.0	84089.4	1114150.0	1525148.075844
sub-1_ses-17_T1w.long.sub-1_base	1018.0	2086.0	1704.0	420.0	2748.0	4318.0	3351.0	1146.0	4499.0	2930.0	2797.0	1607.0	4168.0	697.0	1536.0	1299.0	638.0	1677.0	1449.0	4399.0	1312.0	4870.0	3985.0	1231.0	4268.0	7182.0	4890.0	5011.0	3727.0	394.0	2041.0	83396.1	1114658.0	1525148.075844
sub-1_ses-18_T1w.long.sub-1_base	1033.0	2089.0	1711.0	431.0	2752.0	4376.0	3341.0	1162.0	4559.0	2926.0	2732.0	1774.0	4196.0	694.0	1556.0	1292.0	637.0	1687.0	1474.0	4488.0	1319.0	4956.0	3990.0	1209.0	4340.0	7245.0	4986.0	5020.0	3751.0	395.0	2050.0	84169.7	1115650.0	1525148.075844
sub-1_ses-19_T1w.long.sub-1_base	1025.0	2118.0	1705.0	417.0	2789.0	4353.0	3371.0	1179.0	4424.0	2958.0	2831.0	1651.0	4169.0	706.0	1532.0	1299.0	646.0	1696.0	1453.0	4492.0	1334.0	4926.0	4016.0	1246.0	4346.0	7203.0	4974.0	5024.0	3723.0	390.0	2053.0	84048.8	1120467.0	1525148.075844
sub-1_ses-20_T1w.long.sub-1_base	1034.0	2091.0	1738.0	415.0	2752.0	4325.0	3347.0	1128.0	4509.0	2921.0	2824.0	1617.0	4225.0	695.0	1543.0	1292.0	640.0	1689.0	1489.0	4453.0	1295.0	4949.0	3982.0	1228.0	4323.0	7227.0	4981.0	5049.0	3754.0	396.0	2024.0	83933.6	1124297.0	1525148.075844
sub-1_ses-21_T1w.long.sub-1_base	1027.0	2095.0	1730.0	397.0	2735.0	4299.0	3331.0	1127.0	4448.0	2933.0	2800.0	1616.0	4178.0	698.0	1542.0	1274.0	640.0	1660.0	1513.0	4400.0	1302.0	4860.0	3963.0	1187.0	4270.0	7188.0	4950.0	5029.0	3723.0	385.0	2036.0	83336.4	1110157.0	1525148.075844
sub-1_ses-22_T1w.long.sub-1_base	1025.0	2099.0	1730.0	418.0	2767.0	4359.0	3354.0	1177.0	4519.0	3006.0	2850.0	1648.0	4160.0	695.0	1549.0	1288.0	648.0	1739.0	1490.0	4471.0	1332.0	4950.0	3998.0	1223.0	4391.0	7294.0	5016.0	5045.0	3757.0	383.0	2060.0	84440.4	1113841.0	1525148.075844
sub-1_ses-23_T1w.long.sub-1_base	1020.0	2103.0	1757.0	428.0	2791.0	4390.0	3387.0	1172.0	4481.0	2994.0	2772.0	1653.0	4189.0	696.0	1551.0	1307.0	648.0	1738.0	1471.0	4488.0	1336.0	4957.0	4015.0	1194.0	4412.0	7253.0	5024.0	5045.0	3752.0	391.0	2025.0	84439.1	1121962.0	1525148.075844
sub-1_ses-24_T1w.long.sub-1_base	1022.0	2086.0	1733.0	423.0	2754.0	4329.0	3355.0	1162.0	4526.0	2921.0	2803.0	1801.0	4208.0	702.0	1553.0	1295.0	636.0	1705.0	1489.0	4455.0	1316.0	4877.0	3972.0	1219.0	4341.0	7239.0	4947.0	5022.0	3756.0	398.0	2029.0	84071.0	1118779.0	1525148.075844
sub-1_ses-25_T1w.long.sub-1_base	1036.0	2096.0	1751.0	406.0	2752.0	4321.0	3370.0	1140.0	4444.0	2944.0	2873.0	1641.0	4224.0	705.0	1525.0	1292.0	639.0	1710.0	1482.0	4433.0	1301.0	4886.0	3993.0	1227.0	4290.0	7203.0	4950.0	5036.0	3734.0	382.0	2041.0	83827.3	1118250.0	1525148.075844
sub-1_ses-26_T1w.long.sub-1_base	1026.0	2081.0	1706.0	417.0	2774.0	4329.0	3354.0	1157.0	4411.0	2935.0	2786.0	1880.0	4151.0	700.0	1521.0	1279.0	643.0	1727.0	1450.0	4437.0	1290.0	4872.0	3993.0	1207.0	4332.0	7138.0	4942.0	5002.0	3724.0	384.0	2034.0	83679.8	1106590.0	1525148.075844
sub-1_ses-27_T1w.long.sub-1_base	1019.0	2077.0	1746.0	418.0	2781.0	4342.0	3345.0	1130.0	4544.0	2936.0	2770.0	1625.0	4190.0	681.0	1538.0	1285.0	638.0	1688.0	1503.0	4425.0	1311.0	4858.0	3981.0	1209.0	4327.0	7177.0	4951.0	5013.0	3732.0	387.0	2032.0	83658.3	1112330.0	1525148.075844
sub-1_ses-28_T1w.long.sub-1_base	1024.0	2105.0	1716.0	405.0	2737.0	4334.0	3342.0	1154.0	4476.0	2934.0	2783.0	1648.0	4184.0	703.0	1520.0	1292.0	641.0	1713.0	1463.0	4416.0	1307.0	4906.0	3999.0	1227.0	4314.0	7209.0	4921.0	4963.0	3704.0	394.0	2030.0	83565.5	1115266.0	1525148.075844
sub-1_ses-29_T1w.long.sub-1_base	1017.0	2075.0	1703.0	412.0	2746.0	4277.0	3320.0	1168.0	4438.0	2937.0	2778.0	1664.0	4147.0	701.0	1525.0	1289.0	639.0	1698.0	1497.0	4420.0	1309.0	4866.0	3952.0	1238.0	4245.0	7180.0	4918.0	4983.0	3700.0	382.0	2023.0	83249.2	1110486.0	1525148.075844
sub-1_ses-30_T1w.long.sub-1_base	1012.0	2085.0	1751.0	452.0	2727.0	4280.0	3312.0	1121.0	4387.0	2895.0	2775.0	1600.0	4185.0	705.0	1547.0	1268.0	633.0	1670.0	1503.0	4349.0	1295.0	4827.0	3965.0	1186.0	4225.0	7117.0	4877.0	5001.0	3678.0	395.0	2013.0	82837.9	1112556.0	1525148.075844
sub-1_ses-31_T1w.long.sub-1_base	1020.0	2087.0	1702.0	417.0	2740.0	4286.0	3342.0	1166.0	4450.0	2922.0	2775.0	1635.0	4179.0	686.0	1522.0	1296.0	639.0	1682.0	1491.0	4414.0	1307.0	4889.0	3980.0	1205.0	4234.0	7164.0	4938.0	5018.0	3726.0	385.0	2036.0	83332.2	1112968.0	1525148.075844
sub-1_ses-32_T1w.long.sub-1_base	1035.0	2102.0	1727.0	409.0	2723.0	4329.0	3340.0	1148.0	4482.0	2933.0	2740.0	1652.0	4187.0	696.0	1534.0	1282.0	644.0	1675.0	1477.0	4443.0	1319.0	4881.0	3997.0	1211.0	4313.0	7214.0	4941.0	5027.0	3746.0	384.0	2031.0	83619.5	1111644.0	1525148.075844
sub-1_ses-33_T1w.long.sub-1_base	1023.0	2072.0	1728.0	414.0	2761.0	4281.0	3355.0	1168.0	4450.0	2952.0	2787.0	1637.0	4164.0	679.0	1520.0	1284.0	647.0	1728.0	1497.0	4443.0	1308.0	4893.0	3970.0	1211.0	4280.0	7161.0	4952.0	4994.0	3713.0	393.0	1992.0	83457.2	1114726.0	1525148.075844
sub-1_ses-34_T1w.long.sub-1_base	1014.0	2102.0	1690.0	390.0	2749.0	4308.0	3297.0	1127.0	4432.0	2954.0	2786.0	1873.0	4112.0	682.0	1527.0	1289.0	626.0	1704.0	1478.0	4459.0	1323.0	4917.0	4007.0	1201.0	4375.0	7276.0	4921.0	4966.0	3683.0	382.0	2032.0	83681.9	1133220.0	1525148.075844
sub-1_ses-35_T1w.long.sub-1_base	1024.0	2101.0	1676.0	404.0	2757.0	4273.0	3303.0	1153.0	4413.0	2960.0	2758.0	1719.0	4072.0	686.0	1525.0	1276.0	629.0	1713.0	1438.0	4461.0	1298.0	4910.0	3963.0	1188.0	4306.0	7230.0	4912.0	4953.0	3671.0	386.0	1994.0	83153.1	1131480.0	1525148.075844
sub-1_ses-36_T1w.long.sub-1_base	1028.0	2102.0	1737.0	413.0	2736.0	4299.0	3283.0	1127.0	4425.0	2963.0	2778.0	1877.0	4128.0	681.0	1536.0	1307.0	638.0	1706.0	1479.0	4482.0	1315.0	4941.0	3965.0	1213.0	4320.0	7265.0	4931.0	4952.0	3700.0	380.0	2011.0	83717.5	1138323.0	1525148.075844
sub-1_ses-37_T1w.long.sub-1_base	1020.0	2102.0	1669.0	415.0	2770.0	4277.0	3284.0	1132.0	4469.0	2944.0	2761.0	1736.0	4112.0	675.0	1529.0	1277.0	628.0	1703.0	1476.0	4421.0	1308.0	4862.0	3984.0	1201.0	4309.0	7204.0	4892.0	4946.0	3695.0	375.0	1996.0	83171.5	1127517.0	1525148.075844
sub-1_ses-38_T1w.long.sub-1_base	1034.0	2095.0	1669.0	397.0	2746.0	4269.0	3280.0	1127.0	4398.0	2935.0	2729.0	1855.0	4083.0	676.0	1522.0	1281.0	639.0	1691.0	1438.0	4416.0	1296.0	4837.0	3963.0	1203.0	4287.0	7217.0	4906.0	4974.0	3693.0	379.0	2029.0	83065.4	1123802.0	1525148.075844
