rh.aparc.a2009s.area	rh_G_and_S_frontomargin_area	rh_G_and_S_occipital_inf_area	rh_G_and_S_paracentral_area	rh_G_and_S_subcentral_area	rh_G_and_S_transv_frontopol_area	rh_G_and_S_cingul-Ant_area	rh_G_and_S_cingul-Mid-Ant_area	rh_G_and_S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg_and_S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet_and_P_trans_area	rh_S_oc_middle_and_Lunatus_area	rh_S_oc_sup_and_transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med_and_Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-1_ses-11_T1w	693.0	755.0	708.0	1226.0	839.0	1966.0	1000.0	942.0	497.0	192.0	1509.0	796.0	172.0	654.0	3300.0	3963.0	439.0	428.0	1586.0	812.0	1149.0	1854.0	1043.0	1928.0	2071.0	1652.0	1844.0	1471.0	1767.0	1929.0	718.0	374.0	255.0	1138.0	577.0	510.0	1718.0	2173.0	246.0	234.0	782.0	2218.0	1138.0	1511.0	2044.0	896.0	516.0	785.0	991.0	868.0	295.0	1240.0	1831.0	1599.0	214.0	2438.0	611.0	910.0	565.0	770.0	1191.0	212.0	641.0	942.0	1590.0	779.0	2086.0	1195.0	751.0	358.0	856.0	872.0	3881.0	237.0	84940.8	1123504.0	1517619.013061
sub-1_ses-12_T1w	744.0	767.0	747.0	1266.0	806.0	1812.0	891.0	951.0	481.0	176.0	1560.0	849.0	180.0	604.0	3440.0	4243.0	447.0	599.0	1540.0	867.0	1182.0	1958.0	813.0	1911.0	2199.0	1700.0	1801.0	1493.0	1827.0	1920.0	705.0	436.0	271.0	1165.0	622.0	538.0	1726.0	2125.0	257.0	222.0	799.0	2209.0	1176.0	1471.0	2008.0	924.0	553.0	740.0	980.0	870.0	296.0	1241.0	1683.0	1553.0	238.0	2408.0	609.0	930.0	600.0	753.0	1117.0	262.0	643.0	1004.0	1597.0	946.0	2129.0	1210.0	756.0	371.0	888.0	833.0	3712.0	217.0	85565.5	1122107.0	1534494.998629
sub-1_ses-13_T1w	700.0	727.0	709.0	1207.0	808.0	1852.0	855.0	955.0	488.0	198.0	1470.0	827.0	156.0	634.0	3314.0	4052.0	441.0	430.0	1504.0	813.0	1231.0	1849.0	888.0	1912.0	2090.0	1630.0	1831.0	1488.0	1755.0	1841.0	675.0	464.0	251.0	1153.0	664.0	509.0	1683.0	2173.0	233.0	229.0	831.0	2225.0	1167.0	1517.0	2040.0	941.0	514.0	797.0	1013.0	875.0	267.0	1222.0	1684.0	1545.0	230.0	2401.0	629.0	958.0	528.0	743.0	1131.0	243.0	626.0	978.0	1578.0	824.0	2087.0	1211.0	806.0	295.0	894.0	816.0	3815.0	221.0	84343.0	1119149.0	1521459.356656
sub-1_ses-14_T1w	711.0	748.0	723.0	1200.0	838.0	1951.0	970.0	922.0	460.0	189.0	1547.0	804.0	189.0	592.0	3235.0	4017.0	433.0	426.0	1635.0	894.0	1208.0	1886.0	973.0	2098.0	1938.0	1661.0	1803.0	1484.0	1693.0	1882.0	767.0	361.0	241.0	1166.0	586.0	491.0	1719.0	2162.0	250.0	215.0	849.0	2191.0	1139.0	1535.0	2021.0	906.0	548.0	793.0	1045.0	864.0	312.0	1275.0	1709.0	1572.0	254.0	2405.0	559.0	925.0	536.0	699.0	1125.0	246.0	588.0	1000.0	1603.0	805.0	2085.0	1184.0	830.0	288.0	874.0	826.0	3959.0	212.0	84831.2	1115723.0	1515725.221507
sub-1_ses-15_T1w	791.0	752.0	696.0	1235.0	797.0	1946.0	852.0	914.0	487.0	193.0	1525.0	800.0	214.0	692.0	3289.0	4196.0	411.0	588.0	1454.0	870.0	1173.0	1858.0	846.0	1870.0	1996.0	1704.0	1748.0	1522.0	1772.0	1921.0	709.0	447.0	250.0	1158.0	556.0	529.0	1796.0	2156.0	247.0	225.0	888.0	2263.0	1190.0	1498.0	2086.0	931.0	479.0	816.0	983.0	890.0	320.0	1228.0	1817.0	1489.0	276.0	2346.0	678.0	943.0	560.0	730.0	1202.0	255.0	611.0	995.0	1587.0	778.0	2142.0	1184.0	813.0	287.0	873.0	787.0	3910.0	197.0	85215.7	1125847.0	1518894.995241
sub-1_ses-16_T1w	736.0	736.0	742.0	1187.0	817.0	1860.0	837.0	949.0	430.0	170.0	1479.0	812.0	119.0	643.0	3408.0	4228.0	476.0	519.0	1457.0	885.0	1175.0	1833.0	818.0	1824.0	2030.0	1679.0	1803.0	1490.0	1711.0	1913.0	680.0	410.0	256.0	1187.0	537.0	478.0	1727.0	2142.0	234.0	245.0	894.0	2262.0	1233.0	1520.0	2034.0	926.0	515.0	818.0	1007.0	883.0	261.0	1215.0	1611.0	1520.0	209.0	2387.0	697.0	916.0	533.0	690.0	1116.0	270.0	613.0	981.0	1578.0	827.0	2007.0	1246.0	821.0	284.0	898.0	822.0	3862.0	211.0	84328.9	1117342.0	1514997.76313
sub-1_ses-17_T1w	769.0	748.0	718.0	1220.0	831.0	2010.0	972.0	971.0	474.0	207.0	1565.0	799.0	189.0	631.0	3407.0	3969.0	436.0	430.0	1615.0	911.0	1148.0	1841.0	890.0	2037.0	1974.0	1665.0	1814.0	1434.0	1761.0	1831.0	676.0	370.0	251.0	1122.0	651.0	526.0	1727.0	2177.0	247.0	230.0	811.0	2170.0	1118.0	1550.0	2105.0	908.0	506.0	801.0	1056.0	896.0	320.0	1248.0	1760.0	1491.0	228.0	2419.0	624.0	925.0	547.0	742.0	1191.0	250.0	647.0	993.0	1606.0	780.0	2100.0	1208.0	756.0	313.0	937.0	886.0	3943.0	213.0	85289.1	1120152.0	1520894.239342
sub-1_ses-18_T1w	777.0	751.0	698.0	1201.0	834.0	1893.0	961.0	918.0	479.0	187.0	1504.0	823.0	241.0	619.0	3292.0	4173.0	457.0	451.0	1576.0	845.0	1166.0	1902.0	828.0	1887.0	2064.0	1693.0	1851.0	1475.0	1712.0	1907.0	698.0	520.0	259.0	1140.0	548.0	525.0	1783.0	2141.0	226.0	227.0	900.0	2247.0	1166.0	1522.0	2039.0	943.0	522.0	792.0	972.0	870.0	262.0	1259.0	1692.0	1509.0	250.0	2363.0	635.0	923.0	502.0	754.0	1132.0	240.0	680.0	943.0	1561.0	747.0	2067.0	1173.0	812.0	313.0	847.0	865.0	3892.0	198.0	84822.2	1125119.0	1524080.00663
sub-1_ses-19_T1w	736.0	755.0	734.0	1222.0	778.0	1805.0	882.0	927.0	473.0	198.0	1543.0	838.0	215.0	649.0	3286.0	4176.0	427.0	556.0	1524.0	853.0	1138.0	1892.0	851.0	1887.0	2096.0	1631.0	1838.0	1477.0	1692.0	1928.0	686.0	434.0	260.0	1152.0	525.0	544.0	1697.0	2125.0	218.0	196.0	850.0	2277.0	1108.0	1543.0	2068.0	910.0	461.0	778.0	1005.0	882.0	303.0	1199.0	1786.0	1550.0	259.0	2380.0	608.0	934.0	543.0	748.0	1185.0	240.0	613.0	939.0	1582.0	791.0	2090.0	1201.0	823.0	310.0	902.0	866.0	3928.0	200.0	84704.1	1120296.0	1511396.779697
sub-1_ses-20_T1w	740.0	749.0	732.0	1200.0	790.0	1854.0	835.0	907.0	458.0	176.0	1520.0	853.0	269.0	622.0	2824.0	4307.0	461.0	487.0	1516.0	837.0	1066.0	1816.0	882.0	1907.0	1980.0	1660.0	1862.0	1468.0	1749.0	1842.0	710.0	455.0	250.0	1162.0	568.0	486.0	1665.0	2026.0	216.0	225.0	856.0	2225.0	1139.0	1496.0	1994.0	914.0	479.0	763.0	1010.0	897.0	307.0	1179.0	2018.0	1688.0	237.0	2443.0	641.0	929.0	535.0	704.0	1164.0	237.0	593.0	988.0	1584.0	806.0	1975.0	1202.0	745.0	307.0	918.0	801.0	3840.0	215.0	83956.7	1120909.0	1521727.123289
sub-1_ses-21_T1w	751.0	756.0	649.0	1226.0	846.0	1870.0	1012.0	919.0	501.0	193.0	1533.0	826.0	206.0	607.0	2934.0	4049.0	450.0	479.0	1627.0	852.0	1158.0	1933.0	871.0	1957.0	1999.0	1645.0	1785.0	1495.0	1714.0	1880.0	718.0	534.0	257.0	1151.0	579.0	525.0	1722.0	2061.0	283.0	186.0	844.0	2218.0	1117.0	1568.0	2033.0	980.0	501.0	815.0	1017.0	889.0	281.0	1267.0	2047.0	1613.0	256.0	2429.0	602.0	951.0	574.0	713.0	1174.0	233.0	576.0	977.0	1589.0	807.0	2115.0	1150.0	720.0	297.0	929.0	881.0	3895.0	201.0	84996.6	1117714.0	1522418.22647
sub-1_ses-22_T1w	747.0	781.0	731.0	1211.0	805.0	1932.0	864.0	950.0	472.0	182.0	1491.0	838.0	187.0	645.0	3264.0	4302.0	418.0	621.0	1509.0	884.0	1198.0	1872.0	889.0	1876.0	2280.0	1717.0	1806.0	1490.0	1770.0	1965.0	674.0	398.0	245.0	1213.0	564.0	472.0	1824.0	2188.0	228.0	232.0	891.0	2299.0	1183.0	1516.0	2026.0	926.0	485.0	774.0	1009.0	880.0	257.0	1241.0	1721.0	1566.0	234.0	2451.0	662.0	899.0	521.0	687.0	1149.0	267.0	618.0	1005.0	1613.0	811.0	2034.0	1226.0	861.0	349.0	874.0	840.0	3628.0	221.0	85456.2	1117548.0	1531738.652034
sub-1_ses-23_T1w	771.0	775.0	758.0	1194.0	871.0	1865.0	871.0	953.0	455.0	189.0	1477.0	853.0	159.0	624.0	3274.0	4241.0	445.0	427.0	1539.0	923.0	1216.0	1918.0	851.0	1920.0	2092.0	1699.0	1764.0	1481.0	1739.0	1841.0	729.0	476.0	239.0	1179.0	557.0	491.0	1717.0	2132.0	233.0	222.0	848.0	2213.0	1142.0	1526.0	2019.0	944.0	494.0	813.0	994.0	857.0	258.0	1244.0	1804.0	1531.0	238.0	2444.0	647.0	900.0	523.0	678.0	1169.0	266.0	652.0	1001.0	1556.0	837.0	2049.0	1220.0	755.0	290.0	960.0	836.0	3799.0	221.0	84888.8	1125378.0	1529547.594429
sub-1_ses-24_T1w	751.0	787.0	747.0	1213.0	810.0	1945.0	900.0	916.0	474.0	181.0	1538.0	783.0	255.0	603.0	3455.0	4229.0	465.0	452.0	1564.0	858.0	1186.0	1859.0	827.0	1912.0	2200.0	1790.0	1716.0	1526.0	1769.0	1913.0	703.0	360.0	257.0	1152.0	611.0	548.0	1695.0	2188.0	242.0	222.0	814.0	2236.0	1154.0	1567.0	2020.0	938.0	477.0	789.0	1033.0	894.0	302.0	1150.0	1755.0	1515.0	242.0	2393.0	632.0	914.0	576.0	733.0	1226.0	210.0	714.0	901.0	1608.0	833.0	2150.0	1205.0	725.0	289.0	944.0	843.0	3664.0	198.0	85245.8	1132691.0	1527441.742103
sub-1_ses-25_T1w	717.0	802.0	758.0	1221.0	822.0	1789.0	899.0	942.0	455.0	203.0	1509.0	837.0	228.0	619.0	3262.0	4387.0	422.0	458.0	1560.0	864.0	1157.0	1879.0	931.0	1930.0	2023.0	1631.0	1761.0	1459.0	1749.0	1923.0	662.0	456.0	236.0	1169.0	546.0	501.0	1703.0	2116.0	239.0	226.0	859.0	2261.0	1141.0	1581.0	2016.0	935.0	498.0	804.0	1063.0	878.0	291.0	1233.0	1692.0	1508.0	241.0	2473.0	637.0	964.0	560.0	741.0	1113.0	258.0	647.0	974.0	1607.0	830.0	2088.0	1180.0	757.0	329.0	893.0	901.0	3979.0	228.0	85212.8	1120511.0	1518140.51578
sub-1_ses-26_T1w	711.0	728.0	701.0	1200.0	850.0	1929.0	968.0	901.0	468.0	184.0	1500.0	825.0	186.0	650.0	3328.0	4001.0	515.0	470.0	1492.0	913.0	1138.0	1890.0	871.0	1910.0	1934.0	1744.0	1778.0	1469.0	1756.0	1918.0	703.0	499.0	254.0	1167.0	589.0	503.0	1723.0	2162.0	209.0	248.0	826.0	2135.0	1121.0	1511.0	2051.0	918.0	445.0	782.0	986.0	880.0	267.0	1216.0	1682.0	1477.0	243.0	2452.0	645.0	935.0	567.0	742.0	1116.0	238.0	606.0	967.0	1562.0	817.0	2028.0	1194.0	833.0	294.0	872.0	840.0	3855.0	203.0	84290.5	1103676.0	1515796.923164
sub-1_ses-27_T1w	745.0	778.0	733.0	1189.0	794.0	1873.0	836.0	934.0	494.0	194.0	1541.0	843.0	203.0	628.0	3332.0	4155.0	518.0	545.0	1554.0	852.0	1127.0	1923.0	853.0	1856.0	2031.0	1670.0	1782.0	1455.0	1782.0	1879.0	678.0	396.0	224.0	1168.0	513.0	502.0	1726.0	2139.0	229.0	241.0	841.0	2243.0	1155.0	1557.0	2062.0	962.0	483.0	822.0	1079.0	863.0	263.0	1226.0	1748.0	1497.0	253.0	2407.0	613.0	907.0	537.0	741.0	1136.0	267.0	599.0	971.0	1582.0	786.0	2056.0	1184.0	748.0	346.0	911.0	789.0	3894.0	227.0	84670.9	1121957.0	1523979.663151
sub-1_ses-28_T1w	640.0	752.0	737.0	1182.0	816.0	1725.0	964.0	942.0	429.0	189.0	1515.0	903.0	232.0	611.0	3335.0	4125.0	524.0	385.0	1606.0	877.0	1131.0	1925.0	819.0	1909.0	1887.0	1621.0	1734.0	1473.0	1680.0	1932.0	713.0	438.0	237.0	1169.0	565.0	506.0	1719.0	2147.0	246.0	196.0	860.0	2194.0	1209.0	1524.0	2026.0	893.0	480.0	810.0	997.0	858.0	304.0	1241.0	1645.0	1521.0	263.0	2429.0	589.0	913.0	524.0	726.0	1130.0	263.0	604.0	978.0	1575.0	797.0	2086.0	1220.0	824.0	306.0	848.0	840.0	3984.0	207.0	84204.5	1116823.0	1515117.576387
sub-1_ses-29_T1w	730.0	720.0	700.0	1246.0	817.0	1911.0	967.0	928.0	514.0	197.0	1517.0	803.0	295.0	583.0	3299.0	4065.0	440.0	544.0	1492.0	827.0	1202.0	1887.0	894.0	1945.0	2237.0	1623.0	1743.0	1452.0	1727.0	1876.0	668.0	471.0	261.0	1131.0	601.0	540.0	1682.0	2045.0	232.0	197.0	816.0	2189.0	1109.0	1577.0	2037.0	937.0	456.0	752.0	1019.0	871.0	283.0	1161.0	1732.0	1513.0	213.0	2508.0	628.0	950.0	542.0	727.0	1154.0	271.0	600.0	953.0	1581.0	809.0	2105.0	1185.0	811.0	313.0	869.0	876.0	3741.0	215.0	84512.5	1112475.0	1516067.341611
sub-1_ses-30_T1w	755.0	745.0	721.0	1205.0	861.0	1992.0	988.0	910.0	478.0	179.0	1540.0	807.0	260.0	636.0	3277.0	3843.0	451.0	443.0	1540.0	815.0	1124.0	1846.0	831.0	1818.0	2166.0	1698.0	1804.0	1464.0	1694.0	1864.0	710.0	436.0	248.0	1102.0	588.0	521.0	1655.0	2078.0	240.0	221.0	828.0	2155.0	1179.0	1548.0	2062.0	908.0	465.0	806.0	1025.0	910.0	299.0	1193.0	1810.0	1512.0	265.0	2393.0	649.0	922.0	544.0	711.0	1206.0	281.0	625.0	946.0	1578.0	677.0	2127.0	1194.0	796.0	298.0	880.0	790.0	3643.0	208.0	83988.5	1118572.0	1524703.256333
sub-1_ses-31_T1w	730.0	740.0	724.0	1218.0	791.0	1946.0	978.0	886.0	445.0	177.0	1541.0	801.0	182.0	619.0	2821.0	4049.0	417.0	494.0	1567.0	855.0	1138.0	1874.0	915.0	1923.0	2039.0	1661.0	1885.0	1469.0	1721.0	1892.0	681.0	426.0	248.0	1141.0	540.0	520.0	1699.0	2170.0	227.0	235.0	782.0	2068.0	1157.0	1566.0	2007.0	894.0	478.0	799.0	1049.0	843.0	272.0	1201.0	2009.0	1692.0	199.0	2325.0	570.0	920.0	499.0	758.0	1142.0	252.0	573.0	952.0	1579.0	812.0	2099.0	1193.0	742.0	292.0	896.0	812.0	3763.0	225.0	83803.0	1109511.0	1526756.198849
sub-1_ses-32_T1w	752.0	784.0	683.0	1208.0	763.0	1878.0	1011.0	917.0	457.0	184.0	1499.0	813.0	269.0	569.0	3211.0	4176.0	424.0	406.0	1578.0	872.0	1181.0	1877.0	1071.0	1896.0	1982.0	1716.0	1737.0	1474.0	1672.0	1863.0	750.0	379.0	252.0	1120.0	558.0	505.0	1798.0	2096.0	225.0	220.0	875.0	2259.0	1119.0	1587.0	2035.0	965.0	512.0	800.0	1014.0	881.0	325.0	1225.0	1665.0	1559.0	227.0	2448.0	610.0	915.0	517.0	690.0	1105.0	242.0	596.0	972.0	1546.0	889.0	2041.0	1177.0	844.0	301.0	896.0	859.0	4055.0	218.0	84795.7	1125886.0	1517587.725836
