lh.aparc.DKTatlas.area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-2_ses-11_T1w	1189.0	2253.0	2148.0	429.0	3229.0	5077.0	3380.0	1173.0	5744.0	3597.0	3442.0	1824.0	4508.0	575.0	1675.0	2086.0	786.0	1931.0	1575.0	4795.0	1052.0	4506.0	4304.0	1236.0	4486.0	8223.0	4240.0	5397.0	3319.0	414.0	2045.0	90634.3	1305764.0	1661932.733146
sub-2_ses-12_T1w	1045.0	2205.0	2119.0	434.0	3179.0	4936.0	3298.0	1128.0	5412.0	3537.0	3384.0	1806.0	4362.0	601.0	1650.0	2016.0	798.0	1967.0	1543.0	4620.0	921.0	4475.0	4248.0	1216.0	4671.0	8138.0	4133.0	5457.0	3310.0	433.0	2049.0	89091.0	1304926.0	1693626.741318
sub-2_ses-13_T1w	1207.0	2295.0	2135.0	442.0	3261.0	5039.0	3315.0	1179.0	5592.0	3579.0	3420.0	1828.0	4535.0	586.0	1653.0	2095.0	783.0	1901.0	1543.0	4777.0	1140.0	4497.0	4294.0	1331.0	4600.0	8270.0	4130.0	5483.0	3325.0	437.0	2017.0	90686.5	1305001.0	1639480.031811
sub-2_ses-14_T1w	1149.0	2221.0	2110.0	457.0	3225.0	5060.0	3399.0	1217.0	5487.0	3537.0	3485.0	1805.0	4432.0	629.0	1645.0	2083.0	769.0	1947.0	1516.0	4775.0	1118.0	4504.0	4245.0	1302.0	4510.0	8169.0	4200.0	5368.0	3310.0	436.0	2076.0	90188.1	1304361.0	1625419.966756
sub-2_ses-15_T1w	1059.0	2256.0	2071.0	454.0	3218.0	4951.0	3321.0	1120.0	5671.0	3474.0	3268.0	1843.0	4377.0	579.0	1642.0	2059.0	789.0	1951.0	1498.0	4560.0	997.0	4409.0	4202.0	1255.0	4512.0	8131.0	4139.0	5303.0	3339.0	423.0	2060.0	88930.7	1296933.0	1640429.623848
sub-2_ses-16_T1w	1251.0	2252.0	2123.0	403.0	3202.0	5027.0	3391.0	1175.0	5629.0	3504.0	3399.0	1822.0	4460.0	617.0	1639.0	2136.0	794.0	1992.0	1548.0	4686.0	1095.0	4524.0	4277.0	1274.0	4517.0	8240.0	4237.0	5305.0	3343.0	413.0	1989.0	90266.6	1300914.0	1622170.608952
sub-2_ses-17_T1w	1286.0	2237.0	2119.0	454.0	3137.0	4958.0	3415.0	1162.0	5522.0	3560.0	3425.0	1869.0	4399.0	581.0	1653.0	2034.0	781.0	1982.0	1584.0	4626.0	1161.0	4420.0	4277.0	1291.0	4575.0	8228.0	4196.0	5326.0	3307.0	440.0	2029.0	90029.6	1297984.0	1659628.37542
sub-2_ses-18_T1w	1157.0	2275.0	2067.0	418.0	3286.0	4982.0	3224.0	1159.0	5674.0	3526.0	3276.0	1848.0	4320.0	777.0	1669.0	2066.0	775.0	1925.0	1508.0	4778.0	1098.0	4500.0	4224.0	1260.0	4549.0	8226.0	4143.0	5591.0	3303.0	422.0	2000.0	90025.0	1306144.0	1645580.299923
sub-2_ses-19_T1w	1066.0	2217.0	2136.0	406.0	3229.0	5015.0	3395.0	1169.0	5600.0	3575.0	3381.0	1846.0	4479.0	588.0	1641.0	2058.0	783.0	1944.0	1554.0	4743.0	987.0	4488.0	4212.0	1302.0	4603.0	8103.0	4140.0	5401.0	3349.0	430.0	2012.0	89853.6	1300103.0	1626632.099584
sub-2_ses-20_T1w	1250.0	2231.0	2101.0	442.0	3209.0	5012.0	3255.0	1157.0	5567.0	3527.0	3444.0	1760.0	4366.0	625.0	1670.0	2103.0	783.0	1989.0	1543.0	4716.0	972.0	4562.0	4298.0	1363.0	4581.0	8258.0	4158.0	5243.0	3313.0	425.0	2012.0	89933.2	1309587.0	1623514.177817
sub-2_ses-21_T1w	1106.0	2267.0	2104.0	425.0	3183.0	4977.0	3359.0	1187.0	5540.0	3444.0	3431.0	1749.0	4429.0	618.0	1633.0	2026.0	756.0	1931.0	1521.0	4643.0	1065.0	4492.0	4247.0	1244.0	4542.0	8317.0	4157.0	5288.0	3336.0	451.0	2001.0	89470.0	1308746.0	1649143.032261
sub-2_ses-22_T1w	1164.0	2255.0	2211.0	422.0	3189.0	5114.0	3298.0	1194.0	5763.0	3598.0	3457.0	1877.0	4410.0	605.0	1719.0	2045.0	793.0	1945.0	1579.0	4790.0	1119.0	4565.0	4293.0	1303.0	4647.0	8210.0	4279.0	5528.0	3393.0	447.0	2033.0	91246.5	1310753.0	1633420.416629
sub-2_ses-23_T1w	1186.0	2244.0	2118.0	450.0	3121.0	4984.0	3337.0	1224.0	5620.0	3581.0	3451.0	1900.0	4450.0	606.0	1699.0	2060.0	787.0	1937.0	1537.0	4697.0	1053.0	4572.0	4300.0	1283.0	4549.0	8211.0	4228.0	5299.0	3369.0	434.0	1951.0	90239.3	1311205.0	1634763.232587
sub-2_ses-24_T1w	1349.0	2268.0	2109.0	393.0	3193.0	4997.0	3357.0	1162.0	5563.0	3587.0	3368.0	1889.0	4420.0	624.0	1646.0	2051.0	779.0	1971.0	1527.0	4748.0	1169.0	4499.0	4229.0	1288.0	4568.0	8282.0	4199.0	5370.0	3339.0	413.0	2012.0	90369.5	1306841.0	1643422.174738
sub-2_ses-25_T1w	1068.0	2269.0	2134.0	399.0	3222.0	4938.0	3291.0	1171.0	5486.0	3537.0	3489.0	1787.0	4382.0	594.0	1583.0	2035.0	755.0	1910.0	1587.0	4657.0	982.0	4476.0	4256.0	1298.0	4582.0	8142.0	4100.0	5372.0	3297.0	437.0	2024.0	89258.1	1298328.0	1653651.081123
sub-2_ses-26_T1w	1073.0	2318.0	2110.0	414.0	3200.0	4936.0	3327.0	1123.0	5615.0	3501.0	3416.0	1905.0	4400.0	574.0	1637.0	2029.0	803.0	1908.0	1491.0	4659.0	1068.0	4534.0	4255.0	1225.0	4618.0	8322.0	4217.0	5305.0	3332.0	440.0	1992.0	89747.5	1307272.0	1635443.488623
sub-2_ses-27_T1w	1122.0	2281.0	2144.0	404.0	3151.0	5024.0	3299.0	1168.0	5655.0	3455.0	3298.0	1775.0	4398.0	564.0	1666.0	2064.0	757.0	1909.0	1545.0	4685.0	1007.0	4498.0	4272.0	1197.0	4540.0	8220.0	4235.0	5425.0	3308.0	435.0	2031.0	89528.9	1299537.0	1670780.348511
sub-2_ses-28_T1w	1173.0	2226.0	2109.0	433.0	3217.0	4987.0	3338.0	1194.0	5474.0	3561.0	3435.0	1815.0	4494.0	621.0	1641.0	2101.0	788.0	1971.0	1531.0	4618.0	1057.0	4524.0	4243.0	1336.0	4580.0	8323.0	4167.0	5390.0	3320.0	426.0	2017.0	90109.4	1301893.0	1644100.725639
sub-2_ses-29_T1w	1159.0	2287.0	2090.0	463.0	3182.0	4874.0	3367.0	1123.0	5480.0	3421.0	3417.0	1857.0	4403.0	592.0	1662.0	2079.0	797.0	1911.0	1556.0	4677.0	1047.0	4512.0	4235.0	1268.0	4465.0	8224.0	4131.0	5440.0	3302.0	427.0	1990.0	89439.0	1310647.0	1680910.842606
sub-2_ses-30_T1w	1170.0	2278.0	2134.0	388.0	3114.0	4998.0	3257.0	1190.0	5511.0	3365.0	3371.0	1777.0	4365.0	571.0	1642.0	2048.0	755.0	1895.0	1547.0	4642.0	986.0	4470.0	4239.0	1253.0	4477.0	8096.0	4225.0	5414.0	3305.0	437.0	2054.0	88974.3	1291758.0	1709080.824849
sub-2_ses-31_T1w	1162.0	2323.0	2097.0	406.0	3170.0	4989.0	3423.0	1205.0	5578.0	3401.0	3366.0	1842.0	4475.0	595.0	1652.0	2081.0	781.0	1895.0	1532.0	4708.0	1130.0	4547.0	4289.0	1171.0	4560.0	8153.0	4212.0	5406.0	3312.0	425.0	1978.0	89861.2	1310970.0	1636262.738909
sub-2_ses-32_T1w	1130.0	2331.0	2120.0	411.0	3233.0	4982.0	3446.0	1187.0	5533.0	3734.0	3501.0	1788.0	4454.0	616.0	1669.0	2071.0	781.0	1926.0	1543.0	4777.0	1057.0	4513.0	4268.0	1295.0	4535.0	8261.0	4166.0	5452.0	3293.0	433.0	2030.0	90533.9	1304827.0	1630004.557942
sub-2_ses-33_T1w	1186.0	2273.0	2139.0	424.0	3183.0	4918.0	3300.0	1222.0	5556.0	3393.0	3372.0	1843.0	4461.0	614.0	1637.0	2137.0	769.0	1950.0	1488.0	4724.0	1151.0	4555.0	4263.0	1246.0	4546.0	8187.0	4215.0	5368.0	3358.0	436.0	2005.0	89920.3	1314538.0	1653611.591144
sub-2_ses-34_T1w	1140.0	2208.0	2116.0	416.0	3198.0	4991.0	3246.0	1254.0	5591.0	3487.0	3370.0	1831.0	4384.0	603.0	1625.0	2034.0	771.0	1946.0	1481.0	4661.0	1194.0	4483.0	4224.0	1246.0	4511.0	8032.0	4215.0	5468.0	3317.0	435.0	2023.0	89500.5	1292732.0	1670095.132907
sub-2_ses-35_T1w	1178.0	2292.0	2117.0	425.0	3196.0	4962.0	3381.0	1171.0	5600.0	3591.0	3354.0	1822.0	4486.0	590.0	1640.0	2111.0	781.0	1958.0	1518.0	4790.0	1026.0	4511.0	4244.0	1262.0	4512.0	8119.0	4201.0	5424.0	3315.0	448.0	2041.0	90065.4	1302889.0	1636225.221821
sub-2_ses-36_T1w	1175.0	2253.0	2103.0	394.0	3235.0	4995.0	3342.0	1158.0	5823.0	3439.0	3442.0	1982.0	4481.0	560.0	1666.0	2031.0	773.0	1936.0	1559.0	4717.0	1124.0	4520.0	4279.0	1296.0	4554.0	8357.0	4307.0	5361.0	3330.0	425.0	2008.0	90623.0	1327908.0	1647698.579216
sub-2_ses-37_T1w	1193.0	2251.0	2041.0	446.0	3226.0	4992.0	3237.0	1138.0	5710.0	3406.0	3466.0	1940.0	4386.0	574.0	1651.0	2062.0	761.0	1897.0	1550.0	4736.0	999.0	4561.0	4175.0	1286.0	4510.0	8153.0	4272.0	5320.0	3356.0	428.0	1927.0	89648.4	1313180.0	1647136.248558
sub-2_ses-38_T1w	1205.0	2303.0	2099.0	450.0	3224.0	4884.0	3221.0	1163.0	5642.0	3319.0	3333.0	1775.0	4380.0	592.0	1666.0	2047.0	741.0	1892.0	1558.0	4736.0	1067.0	4446.0	4239.0	1238.0	4406.0	8003.0	4204.0	5334.0	3281.0	425.0	1996.0	88870.0	1308214.0	1639297.80962
sub-2_ses-39_T1w	1141.0	2234.0	2102.0	439.0	3188.0	4976.0	3285.0	1163.0	5724.0	3545.0	3360.0	1899.0	4399.0	588.0	1648.0	2061.0	771.0	1908.0	1556.0	4664.0	1059.0	4461.0	4238.0	1236.0	4542.0	8069.0	4217.0	5378.0	3335.0	429.0	2043.0	89658.1	1314503.0	1634449.798608
sub-2_ses-40_T1w	1115.0	2183.0	2125.0	379.0	3190.0	4980.0	3360.0	1197.0	5627.0	3525.0	3480.0	1875.0	4443.0	584.0	1634.0	2060.0	797.0	1943.0	1573.0	4674.0	1070.0	4456.0	4253.0	1216.0	4577.0	8147.0	4191.0	5373.0	3293.0	447.0	2070.0	89835.2	1317729.0	1640552.805757
