rh.aparc.a2009s.volume	rh_G_and_S_frontomargin_volume	rh_G_and_S_occipital_inf_volume	rh_G_and_S_paracentral_volume	rh_G_and_S_subcentral_volume	rh_G_and_S_transv_frontopol_volume	rh_G_and_S_cingul-Ant_volume	rh_G_and_S_cingul-Mid-Ant_volume	rh_G_and_S_cingul-Mid-Post_volume	rh_G_cingul-Post-dorsal_volume	rh_G_cingul-Post-ventral_volume	rh_G_cuneus_volume	rh_G_front_inf-Opercular_volume	rh_G_front_inf-Orbital_volume	rh_G_front_inf-Triangul_volume	rh_G_front_middle_volume	rh_G_front_sup_volume	rh_G_Ins_lg_and_S_cent_ins_volume	rh_G_insular_short_volume	rh_G_occipital_middle_volume	rh_G_occipital_sup_volume	rh_G_oc-temp_lat-fusifor_volume	rh_G_oc-temp_med-Lingual_volume	rh_G_oc-temp_med-Parahip_volume	rh_G_orbital_volume	rh_G_pariet_inf-Angular_volume	rh_G_pariet_inf-Supramar_volume	rh_G_parietal_sup_volume	rh_G_postcentral_volume	rh_G_precentral_volume	rh_G_precuneus_volume	rh_G_rectus_volume	rh_G_subcallosal_volume	rh_G_temp_sup-G_T_transv_volume	rh_G_temp_sup-Lateral_volume	rh_G_temp_sup-Plan_polar_volume	rh_G_temp_sup-Plan_tempo_volume	rh_G_temporal_inf_volume	rh_G_temporal_middle_volume	rh_Lat_Fis-ant-Horizont_volume	rh_Lat_Fis-ant-Vertical_volume	rh_Lat_Fis-post_volume	rh_Pole_occipital_volume	rh_Pole_temporal_volume	rh_S_calcarine_volume	rh_S_central_volume	rh_S_cingul-Marginalis_volume	rh_S_circular_insula_ant_volume	rh_S_circular_insula_inf_volume	rh_S_circular_insula_sup_volume	rh_S_collat_transv_ant_volume	rh_S_collat_transv_post_volume	rh_S_front_inf_volume	rh_S_front_middle_volume	rh_S_front_sup_volume	rh_S_interm_prim-Jensen_volume	rh_S_intrapariet_and_P_trans_volume	rh_S_oc_middle_and_Lunatus_volume	rh_S_oc_sup_and_transversal_volume	rh_S_occipital_ant_volume	rh_S_oc-temp_lat_volume	rh_S_oc-temp_med_and_Lingual_volume	rh_S_orbital_lateral_volume	rh_S_orbital_med-olfact_volume	rh_S_orbital-H_Shaped_volume	rh_S_parieto_occipital_volume	rh_S_pericallosal_volume	rh_S_postcentral_volume	rh_S_precentral-inf-part_volume	rh_S_precentral-sup-part_volume	rh_S_suborbital_volume	rh_S_subparietal_volume	rh_S_temporal_inf_volume	rh_S_temporal_sup_volume	rh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-2_ses-1_T1w.long.sub-2_base	2676.0	2513.0	2867.0	3270.0	3402.0	6631.0	2952.0	2853.0	1279.0	696.0	3745.0	4220.0	1381.0	2467.0	10130.0	19694.0	1479.0	2190.0	6005.0	3618.0	6503.0	5621.0	3846.0	7897.0	9115.0	6180.0	6488.0	4353.0	6399.0	7253.0	2371.0	1007.0	910.0	6057.0	1960.0	1650.0	8574.0	8608.0	488.0	238.0	2004.0	5786.0	7461.0	3315.0	3257.0	2029.0	962.0	1860.0	2080.0	1789.0	688.0	2738.0	4696.0	5208.0	682.0	5444.0	972.0	2520.0	1017.0	2383.0	3113.0	774.0	1581.0	3256.0	3820.0	1224.0	2968.0	2529.0	2186.0	587.0	1857.0	2066.0	10235.0	449.0	1308498.0	1658297.590527
sub-2_ses-2_T1w.long.sub-2_base	2655.0	2506.0	2693.0	3146.0	3419.0	6705.0	2977.0	2733.0	1243.0	724.0	3551.0	4126.0	1340.0	2489.0	10114.0	19596.0	1452.0	2280.0	5950.0	3382.0	6425.0	5557.0	3649.0	8099.0	8689.0	6041.0	5937.0	4099.0	6045.0	7060.0	2464.0	1044.0	920.0	6042.0	1988.0	1609.0	8765.0	8609.0	514.0	252.0	2065.0	5691.0	7638.0	3298.0	3286.0	1993.0	976.0	1937.0	2118.0	1803.0	667.0	2728.0	4466.0	5172.0	690.0	5439.0	942.0	2510.0	1006.0	2345.0	3119.0	726.0	1484.0	3419.0	3751.0	1155.0	3065.0	2516.0	2121.0	609.0	1832.0	2095.0	10299.0	437.0	1300941.0	1658297.590527
sub-2_ses-3_T1w.long.sub-2_base	2664.0	2554.0	2855.0	3085.0	3353.0	6673.0	2925.0	2788.0	1259.0	719.0	4010.0	4164.0	1369.0	2423.0	9946.0	19565.0	1441.0	2243.0	5950.0	3464.0	6563.0	5549.0	3871.0	8164.0	8890.0	6093.0	6120.0	4108.0	6232.0	7236.0	2538.0	1057.0	915.0	6016.0	1967.0	1611.0	8672.0	8600.0	482.0	252.0	2028.0	6081.0	7555.0	3350.0	3219.0	2046.0	932.0	1914.0	2108.0	1809.0	674.0	2752.0	4573.0	5086.0	701.0	5490.0	957.0	2550.0	1019.0	2311.0	3108.0	755.0	1563.0	3335.0	3834.0	1204.0	3076.0	2544.0	2163.0	590.0	1898.0	2074.0	10392.0	442.0	1307371.0	1658297.590527
sub-2_ses-4_T1w.long.sub-2_base	2606.0	2453.0	2758.0	3213.0	3387.0	6822.0	2960.0	2833.0	1299.0	675.0	3731.0	4167.0	1351.0	2447.0	10044.0	19725.0	1419.0	2243.0	5935.0	3487.0	6538.0	5439.0	4043.0	8102.0	8596.0	5996.0	5831.0	4038.0	5973.0	7196.0	2512.0	1029.0	909.0	6052.0	1933.0	1622.0	8774.0	8820.0	495.0	244.0	2084.0	5804.0	7728.0	3288.0	3291.0	2023.0	955.0	1950.0	2077.0	1773.0	675.0	2709.0	4558.0	5024.0	691.0	5411.0	972.0	2484.0	996.0	2334.0	3165.0	753.0	1618.0	3362.0	3776.0	1251.0	3084.0	2513.0	2110.0	597.0	1819.0	2034.0	10159.0	411.0	1304397.0	1658297.590527
sub-2_ses-5_T1w.long.sub-2_base	2652.0	2425.0	2828.0	3227.0	3438.0	6801.0	3040.0	2840.0	1245.0	734.0	3623.0	4325.0	1384.0	2506.0	10527.0	19772.0	1437.0	2274.0	5999.0	3503.0	6411.0	5595.0	3604.0	8100.0	8952.0	6242.0	6294.0	4339.0	6303.0	7296.0	2415.0	1046.0	920.0	6196.0	1927.0	1669.0	8571.0	8675.0	507.0	257.0	1930.0	5830.0	7653.0	3369.0	3308.0	2105.0	954.0	1941.0	2063.0	1831.0	682.0	2780.0	4758.0	5169.0	668.0	5521.0	934.0	2529.0	978.0	2349.0	3159.0	768.0	1437.0	3377.0	3831.0	1207.0	3037.0	2555.0	2221.0	599.0	1905.0	2111.0	10227.0	430.0	1311780.0	1658297.590527
sub-2_ses-6_T1w.long.sub-2_base	2646.0	2594.0	2817.0	3172.0	3434.0	6717.0	2913.0	2843.0	1249.0	726.0	3802.0	4180.0	1353.0	2438.0	10282.0	19820.0	1474.0	2285.0	6018.0	3466.0	6462.0	5649.0	3800.0	8231.0	8913.0	6062.0	5958.0	4168.0	6184.0	7217.0	2471.0	1020.0	925.0	6107.0	1907.0	1632.0	8793.0	8770.0	498.0	278.0	1996.0	5849.0	7660.0	3368.0	3312.0	1993.0	941.0	1877.0	2035.0	1825.0	683.0	2777.0	4638.0	5214.0	686.0	5488.0	959.0	2508.0	1011.0	2336.0	3140.0	766.0	1569.0	3392.0	3804.0	1242.0	3068.0	2516.0	2132.0	601.0	1866.0	2074.0	10247.0	421.0	1308491.0	1658297.590527
sub-2_ses-7_T1w.long.sub-2_base	2612.0	2476.0	2720.0	3106.0	3347.0	6637.0	3029.0	2890.0	1246.0	743.0	3610.0	4187.0	1376.0	2434.0	9965.0	19526.0	1444.0	2236.0	5922.0	3425.0	6470.0	5552.0	3818.0	8007.0	8723.0	5949.0	5783.0	3956.0	5991.0	7065.0	2449.0	1041.0	912.0	6034.0	1882.0	1604.0	8743.0	8645.0	489.0	258.0	2092.0	5690.0	7719.0	3269.0	3306.0	1975.0	958.0	1922.0	2141.0	1803.0	684.0	2689.0	4507.0	5047.0	725.0	5421.0	950.0	2518.0	1021.0	2335.0	3149.0	729.0	1581.0	3319.0	3791.0	1371.0	3051.0	2527.0	2223.0	578.0	1833.0	2092.0	10231.0	435.0	1299086.0	1658297.590527
sub-2_ses-8_T1w.long.sub-2_base	2658.0	2554.0	2878.0	3241.0	3441.0	6837.0	2945.0	2786.0	1277.0	765.0	3713.0	4249.0	1394.0	2447.0	10446.0	19806.0	1469.0	2276.0	6088.0	3480.0	6576.0	5682.0	3827.0	8154.0	8985.0	6152.0	6163.0	4162.0	6194.0	7297.0	2428.0	1045.0	935.0	6185.0	1974.0	1638.0	8770.0	8759.0	498.0	265.0	2028.0	5977.0	7746.0	3365.0	3314.0	2073.0	922.0	1995.0	2105.0	1762.0	692.0	2762.0	4676.0	5119.0	671.0	5554.0	975.0	2549.0	1032.0	2330.0	3152.0	746.0	1431.0	3382.0	3875.0	1171.0	3101.0	2557.0	2144.0	589.0	1880.0	2058.0	10452.0	447.0	1318054.0	1658297.590527
sub-2_ses-9_T1w.long.sub-2_base	2654.0	2605.0	2873.0	3177.0	3389.0	6813.0	3147.0	2998.0	1261.0	771.0	3570.0	4297.0	1388.0	2419.0	10589.0	19727.0	1438.0	2274.0	6093.0	3579.0	6522.0	5486.0	3804.0	8140.0	8894.0	6100.0	6181.0	4077.0	6417.0	7186.0	2492.0	1073.0	913.0	6156.0	1914.0	1616.0	8875.0	8756.0	484.0	279.0	1994.0	5967.0	7601.0	3260.0	3111.0	2152.0	926.0	1956.0	2024.0	1816.0	695.0	2702.0	4654.0	5171.0	698.0	5465.0	997.0	2529.0	1032.0	2352.0	3194.0	742.0	1597.0	3358.0	3809.0	1355.0	2915.0	2526.0	2222.0	610.0	1928.0	2121.0	10477.0	441.0	1313615.0	1658297.590527
sub-2_ses-10_T1w.long.sub-2_base	2638.0	2573.0	2819.0	3206.0	3460.0	6833.0	2981.0	2820.0	1286.0	734.0	3858.0	4212.0	1387.0	2475.0	10503.0	19776.0	1456.0	2261.0	6036.0	3567.0	6536.0	5657.0	3736.0	8178.0	8991.0	6116.0	6106.0	4181.0	6262.0	7234.0	2546.0	1028.0	900.0	5987.0	1957.0	1613.0	9038.0	8744.0	503.0	276.0	2030.0	5976.0	7585.0	3292.0	3268.0	2048.0	944.0	1905.0	2094.0	1817.0	691.0	2767.0	4700.0	5179.0	703.0	5515.0	975.0	2531.0	1016.0	2349.0	3109.0	789.0	1632.0	3355.0	3807.0	1185.0	3077.0	2555.0	2231.0	610.0	1845.0	2065.0	10417.0	440.0	1312394.0	1658297.590527
